0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,0,0,0,0,0,0,0,0,0,0,8,614,193,145,27,14,4,218,138,607,50,1185,15,205,186,5,6,714,90,243,5,6,714,90,90,27,20,3,20,4,714,1130,74,310,425,4,240,487,1351,781,136,4,2,564,50,48,2,73,122,118,2351,477,412,2,143,7443,2,113,5,6,714,48,107,1453,906,7659,2822,276,143,815,906,86,7659,2822,577,320,746,1532,11876,530,320,906,1226,1214,119,143,3807,15
396,718,25,297,291,510,45,3637,2324,636,47,28,1537,11878,921,4275,3637,298,1493,710,273,198,100,42,303,4884,11879,303,132,80,93,119,21,17,11,1849,19,157,382,3,9,654,151,21,17,288,238,57,45,321,16,55,28,241,480,250,326,205,349,189,1562,156,280,581,738,713,161,1023,361,403,1997,11880,5876,206,13,27,27,163,199,733,1681,280,31,15,76,420,266,839,12,490,211,37,26,166,128,194,3427,343,398,158
743,48,7623,236,59,8,3760,2,215,59,9,51,1128,626,4,696,45,177,7668,2746,3291,3,2102,191,227,2,186,84,363,64,226,2319,1974,200,243,37,84,123,1015,43,2943,2749,10,34,600,200,23,84,28,2630,970,51,20,14,627,2165,460,252,450,11,81,4404,28,58,30,25,65,460,2577,39,924,22,226,27,30,54,22,4,60,619,79,924,12,113,1182,75,29,5920,544,355,67,4626,486,94,104,22,9,175,82,826
34,1763,432,15,26,49,188,1039,31,995,11,60,2660,31,147,94,108,531,15,14,176,16,44,66,176,11,10,452,637,2,2,909,109,70,151,12,663,750,375,84,370,1003,946,3663,243,335,5930,111,8,19,25,1695,761,28,2022,4692,2262,1316,11935,147,11936,111,8,1419,108,1172,7693,67,1527,6,28,7,59,40,11,24,112,2880,7612,6,15,507,7694,9,28,137,6,137,147,484,552,3,83,88,152,334,257,535,62,22
159,30,31,32,1584,184,2,432,48,61,15,32,38,4,289,109,5,256,667,271,61,38,335,1497,969,192,830,64,349,2794,1142,721,26,3957,635,37,39,37,118,143,19,393,67,527,26,136,36,187,9,166,4066,229,124,22,92,38,18,2795,96,134,286,4066,1732,678,2775,284,37,105,1033,134,4216,19,7564,4066,16,2031,8,11,645,97,25,216,124,634,167,421,91,116,21,17,124,634,2444,2664,11,1715,670,1501,2101,4174
30,40,84,59,4,322,11,60,38,18,42,6868,101,11948,177,2357,414,60,456,770,11949,11950,23,92,101,11951,531,206,94,3332,534,4680,4680,30,204,1870,457,2521,169,129,2171,52,5090,2221,11952,34,1729,241,214,103,1009,11953,11954,1607,3736,2325,141,163,547,4838,1355,132,54,479,200,1709,109,662,71,30,43,70,2152,77,25,11955,7,19,29,440,1166,11956,5,53,2915,2408,5,1143,11957,169,42,448,11958,3304,517,414,15,1954,121,93
138,365,8,61,1232,35,11965,134,986,1953,11,334,179,13,6,19,66,3,4,44,6,49,236,3,1947,28,13,308,5,12,34,215,1235,31,1062,34,22,16,1599,1183,3392,51,704,380,583,710,273,302,1376,21,17,85,147,272,11,22,35,363,45,272,141,35,310,1336,142,841,12,174,515,122,28,294,4613,14,107,880,6,2983,78,5,190,517,49,517,362,1624,5208,106,1329,4028,7703,11966,2,1635,156,4569,152,3,321,179
3362,194,19,188,16,3440,685,93,497,7708,691,544,481,447,11975,1704,5,1067,7709,220,207,58,193,28,58,378,33,928,4044,514,11976,71,29,2270,1446,85,94,366,137,174,682,441,233,233,540,49,475,58,602,3943,27,1719,416,3,20,4,3,20,30,1139,193,121,233,4892,101,193,50,67,8,69,5,1104,942,52,18,468,6,459,134,56,2978,217,171,666,5,10,5,574,74,633,59,59,115,193,50,4892,101,68,2,3534
217,11980,103,915,355,1010,3647,36,229,1037,13,53,2,22,320,179,424,3518,3679,36,11981,261,341,97,3377,91,2024,3377,5942,2291,293,3,4,7713,171,1775,134,22,1800,11982,600,988,425,12,3,10,38,1339,7714,48,788,1517,1757,124,626,132,114,234,16,11983,1517,25,1479,208,586,1234,806,78,78,4236,2532,305,1344,96,22,1131,2,97,1686,381,7715,7716,249,10,3,9,36,950,179,98,415,44,29,328,7,96,349,85,961,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,60,285,127,342,49,395,13,56,5563,52,2374,89,142,664,7,56,5,3272,479,88,45,51,19,531,203,187,2078,5,32
227,227,227,227,3447,2035,74,5953,1474,4901,129,981,16,565,107,34,35,181,4041,215,22,404,77,47,3672,3764,1050,807,430,67,9,179,3,9,179,191,66,182,1161,122,58,54,105,175,22,3518,461,12049,39,2302,2733,1775,10,2,1748,12050,4,47,585,565,130,63,79,1317,26,21,17,383,98,514,142,27,27,396,20,3366,5954,3720,1411,976,257,12051,729,459,1242,303,700,185,53,2288,351,106,235,1639,12,1486,459,1242,303,555
292,384,61,38,18,199,23,1887,77,66,489,317,36,175,7746,7747,237,46,4311,525,5,12100,23,263,146,46,236,26,22,236,581,75,368,868,7379,2248,810,23,904,948,1243,592,7,52,2648,2125,431,222,5413,1211,11,1466,100,394,2186,4903,1001,11,168,856,158,86,2,73,11,1104,27,38,18,119,297,665,454,755,63,112,150,16,1132,97,214,2293,12101,1330,1043,222,214,284,2,9,32,811,2,248,716,39,782,2,73,13
29,197,111,133,3484,14,66,62,105,2115,2,1647,301,121,119,12,639,2,73,11,22,384,14,119,21,17,555,1843,2759,18,10,82,44,55,115,141,30,8,1533,115,141,30,1955,34,1613,394,1533,12103,1097,1127,4724,3,1179,112,1976,12104,5467,1966,46,1797,93,68,629,3260,79,2314,564,93,88,1196,214,313,173,1797,105,133,132,80,184,1556,63,51,483,5819,243,264,19,62,2811,67,140,25,697,252,21,17,1009,298,176,2298
181,4117,848,22,63,400,116,319,118,52,141,2329,21,17,159,12128,398,593,12,273,414,3,48,4349,3149,5102,379,270,2730,422,1238,32,48,31,449,790,72,2626,519,10,140,712,290,569,613,166,261,12129,202,8,3,12,4,5,1647,202,356,1594,177,1044,2507,194,21,17,1811,202,18,36,4525,452,12,199,82,4,258,99,89,66,43,12130,422,342,12131,84,5121,224,25,26,447,771,772,16,6,630,1519,63,6,1100,116,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,70,2,65,31,1802,93,637,39,319,24,13,122,422,3723,97,343,26,1917,148,12132,563,66,3,655,156,122,1113,48,285,7,2,1748,4348,4761,753,101,1409,26,1970,15,788,11,284,238,15,26,21,17,608,2994,703,711,1218,5964,2549,410,653,5300,272,621,6,247,4541,170,11,60,193,217,1810,1478,7,491,2437,39,37,24,199,82,175,122,257
249,111,8,124,132,323,319,3628,2281,14,278,3482,712,12,63,246,462,29,78,988,843,1468,454,98,415,50,29,1428,111,1629,246,5,4,2130,237,128,2,97,15,53,462,36,257,614,410,4890,1265,541,634,732,198,345,113,91,3611,12135,220,213,4890,91,260,771,33,219,249,541,2,90,12136,50,2770,29,724,69,13,233,1590,456,60,8,85,6,89,104,67,15,3,45,462,6434,744,1797,3,8,796,919,62,2281,7372,5258
134,13,19,722,318,218,964,163,3,4,332,4,609,265,743,183,2464,897,216,134,22,512,130,334,9,4,18,278,53,129,7,9,18,366,4,24,6,8,259,355,63,573,164,1277,124,407,865,942,439,3,865,22,63,62,22,118,3281,99,550,215,6,24,280,180,6,24,6,16,1028,229,422,355,6,388,550,237,2095,31,2266,372,33,198,31,67,70,112,955,321,125,30,117,35,66,66,34,63,36,24,1888,1078
213,1725,74,428,488,275,281,126,276,539,13,181,12137,1222,316,5794,503,1129,1739,12138,1739,12139,12140,810,12141,2163,434,12142,4243,810,995,12143,2163,218,810,2163,12144,3006,12145,218,26,434,12146,7763,250,516,3922,124,110,524,215,118,13,15,223,635,223,1406,34,35,118,13,630,1402,34,249,302,47,14,137,236,148,456,125,42,79,14,12147,61,182,918,1065,32,126,129,249,118,13,3,442,165,106,203,3,65,4,85,94,745,94
47,14,168,13,4,27,183,5652,402,294,1960,31,2958,294,2457,692,4,3395,947,328,299,179,6568,116,328,299,18,58,5,6,404,77,468,179,7765,12154,2,22,179,33,116,2126,328,299,294,217,644,191,422,179,824,294,217,179,259,328,299,954,5528,1298,1960,3519,692,1008,929,1960,2181,12155,328,299,403,7,74,131,857,217,41,3448,3716,237,109,13,19,139,12,63,139,47,13,76,173,1639,501,40,170,109,7766,196,661,798
3,12171,929,1073,22,71,12,12,240,2915,3939,212,2231,809,692,5,94,329,30,4,5,92,1838,532,63,150,330,190,117,326,67,25,8,4850,94,57,111,326,2,73,283,12172,37,270,22,22,11,117,230,12173,427,227,12174,103,3725,86,2610,1100,12175,33,402,800,1339,354,341,189,169,2820,85,135,4,7767,3,4,12176,119,12,202,20,421,33,402,4,421,2265,90,285,93,579,156,425,1399,89,73,636,90,39,38,18,158
189,172,295,5,808,515,5,21,17,3668,67,25,5967,10,1282,518,13,4228,19,5,6,950,5970,557,210,99,418,38,18,132,641,249,782,60,12,643,3712,12188,1159,437,3926,169,706,262,202,131,339,75,5,189,12189,2,4814,50,354,138,5,13,30,31,32,66,8,248,51,184,59,82,203,2,56,376,209,181,89,180,60,21,17,1033,3162,9,4889,490,31,70,295,7,12,816,125,798,22,987,130,83,782,60,902,170
70,3305,20,114,1249,390,4906,13,1053,6,68,2693,160,1931,243,4213,13,850,41,37,13,451,382,70,8,19,39,307,1886,78,5,265,7238,2875,1511,153,59,151,2269,65,125,2192,76,937,2472,7,20,1297,420,2444,1502,554,55,61,5321,2875,3262,3930,476,25,3783,169,20,20,7,148,591,2250,4879,4244,952,272,1519,16,12196,299,424,7,7239,90,5331,10,34,408,34,43,55,144,34,1362,4244,23,4,142,2,145,1353,141,35,319
3,9,68,10,2,22,182,874,776,500,103,158,33,3193,265,355,394,894,357,5971,43,70,118,438,265,3784,27,850,3784,21,17,638,357,12197,5,3578,39,283,12198,33,46,1301,20,630,81,37,2,215,771,3,9,945,81,261,123,3842,471,63,2,376,166,14,91,185,230,136,427,3,27,45,615,8,28,267,427,416,4387,99,1446,141,49,352,76,75,102,57,89,834,25,89,160,597,75,69,7,269,448,3784,25,806
492,275,956,1476,1987,1176,1413,2566,1750,63,2,41,249,300,166,2,301,6,122,13,2638,318,35,24,1010,465,28,1475,528,28,4144,169,178,516,5,166,341,208,1048,3,203,24,516,66,165,108,205,35,38,16,6,15,2460,8,21,17,43,14,81,118,177,70,81,6,56,7782,24,987,4,8,12205,3053,5678,98,55,468,790,132,28,178,40,1858,295,60,191,23,52,205,15,125,138,13,113,60,25,8,27,19,264,12206
22,6768,42,6707,193,121,58,491,740,1042,22,24,157,514,22,58,1121,563,2,456,269,9,13,137,12,2,765,2,113,1169,413,517,147,24,13,590,468,1413,79,14,194,288,194,21,17,48,12208,69,13,218,590,497,13,249,520,21,17,22,1218,138,5,2849,19,12209,2004,41,110,965,228,1037,34,13,1281,5,70,228,463,34,25,1144,63,13,9,214,420,1351,57,300,2807,280,18,63,62,22,8,633,60,158,160,1931
15,4000,1827,38,18,102,48,15,66,54,294,142,183,93,31,1336,127,4,2,27,1748,84,14,660,132,40,1823,13,25,3669,364,1399,52,364,826,647,138,432,153,1076,1047,86,2,432,237,369,172,1076,3709,5,471,34,364,777,693,5,11,102,2250,31,11,561,543,5,32,405,59,8,5975,1790,1396,153,461,12,57,250,131,118,9,31,811,435,717,31,936,296,74,165,347,832,217,6,106,6,236,826,603,67,3154,229
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,228,47,750,160,220,12,30,352,245,5351,1395,147,239,2,65,453,1404,49,741,37,2,1307,1108,2,65,743,48,590
552,6,15,477,42,7,6,19,56,108,2802,34,34,2921,35,374,69,840,7,7,67,667,1917,66,51,14,41,57,34,46,26,81,322,2157,126,201,216,34,32,16,1075,1865,1313,43,612,226,1062,356,34,35,31,32,32,438,54,60,108,157,90,297,6,19,71,66,34,138,5,108,784,34,319,3392,46,35,5,877,562,35,108,877,34,7,1285,108,3893,24,13,12,236,34,28,161,658,35,585,1205,119,42,276,1067
446,15,10,293,154,371,10,316,451,40,85,12238,340,329,671,3085,12239,12240,40,66,15,37,16,297,2915,558,292,322,198,100,42,345,215,446,15,156,2325,11,697,67,43,994,1950,20,118,302,1126,12241,1984,87,1984,994,6,68,4156,2694,12242,1522,12243,12244,87,1984,3,30,51,3,30,2465,3,30,265,174,63,504,3085,2212,5,15,3085,2212,1093,815,15,714,12245,11,19,391,10,4,20,546,20,63,817,160,44,9,214,396
56,902,437,1472,340,1551,89,664,437,7792,20,1170,143,849,458,52,1241,1919,185,1414,55,3,824,121,177,604,57,155,7670,19,12,82,315,613,877,12,873,22,57,1504,2016,6,25,13,2536,1885,506,4914,12247,203,744,8,1058,1765,118,438,797,790,83,54,220,156,280,55,150,4058,954,74,60,7793,7794,905,66,1022,2306,12248,3,104,7,438,59,90,39,104,6,49,1416,6,2000,94,3332,435,7,1065,50,22,214,284,1262,324
184,16,96,12,559,93,312,536,13,287,93,16,98,14,788,32,568,682,2,186,154,7801,4093,241,220,213,14,305,20,265,357,114,28,61,34,564,3,4,5705,132,53,1967,1535,2025,2246,2363,869,75,2303,1904,27,731,503,1275,1268,939,254,12262,366,2,18,1407,3,10,22,236,158,3436,398,671,4656,3191,3191,12263,514,143,156,12,164,256,47,1110,413,512,5986,29,1319,42,2049,64,10,497,24,28,13,41,145,512,23,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,348,25,60,683,28,103,89,40,6,137,127,792,43,7521,792,37,1394,1277,124,349,2127,24,69,12264,3332,606,154,12265,12266,5,781,82,77,350,196,37,7,38,368,350,34,12267,15,37,23,60,683,4,41,4,195
221,812,238,49,222,416,561,293,40,70,68,179,155,1255,46,271,83,42,4922,2,567,793,3786,95,552,89,380,386,62,206,111,28,103,118,57,805,77,89,101,2887,4,311,8,237,474,941,97,41,4028,147,78,24,45,3399,82,203,51,35,26,142,3,104,3,83,953,2701,42,259,254,117,93,2128,109,2207,12369,193,50,1454,3226,2973,386,157,14,12370,1626,46,1154,452,1443,3,104,35,23,807,83,7,772,59,469,2138
33,20,140,998,63,44,6804,3162,9,807,294,3701,1590,5974,51,14,849,6,433,13,6,19,141,126,281,130,92,3250,81,34,319,118,450,11,207,1197,3,79,28,62,12383,55,265,992,540,6,122,25,871,46,1832,57,67,252,12384,1089,304,377,81,5999,149,47,5,1008,109,40,7,149,47,7,2,254,108,717,16,50,3443,107,170,26,93,52,11,168,178,535,10,266,362,392,606,127,207,110,16,370,22,46,60,18
75,1175,382,677,32,204,185,2468,232,125,348,190,56,1787,603,553,4,196,30,28,36,2594,480,71,120,1372,32,143,1328,206,135,7,210,99,68,12,2,97,1281,12386,100,42,495,359,23,130,160,125,8,2292,4,2842,100,42,426,171,2424,143,211,455,145,24,157,852,8,21,17,6963,2,145,65,78,345,74,1335,5943,112,4332,5147,5828,3080,106,619,10,8,240,10,1003,166,98,100,42,1435,8,372,118,37,113,731,538
13,363,88,11,3894,64,221,37,41,334,318,4786,64,221,41,5846,46,357,5719,5342,10,312,1387,3246,12392,4716,98,480,126,28,1817,5376,14,1329,22,4249,565,21,17,3753,94,12393,12394,1329,890,13,3646,102,89,1482,33,418,3894,418,1682,418,4786,81,2029,1829,61,35,631,544,47,108,45,22,2029,5,285,1052,2,65,986,53,108,1196,1512,30,31,32,81,1473,1313,209,66,28,32,11,1422,15,159,30,32,2,376,209,175,22
335,335,1418,14,637,580,1063,6,278,606,235,1294,1119,172,3302,4141,7831,488,1664,215,441,352,81,498,274,171,7,352,123,18,293,24,52,30,6,147,13,531,48,1710,234,126,40,46,118,143,498,9,7,31,449,1130,74,1791,8,23,305,46,994,41,3,4,2550,55,2,97,498,52,102,128,426,125,253,11,386,7,102,89,206,10,74,8,7,249,384,91,56,1591,1119,39,468,197,3454,569,1119,3135,2820,311,603,421
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,3013,160,123,2414,45,701,1764,12397,2,1885,2113,826,3787,2,12398,168,13,2798,1582,171,36,57,156,164,48,192,57,4,2586,329,3095,78,106,57,4,174,142,89,33,15,27,30,16,32,2,30,16,2,86,22,140,1327,4877,909,2737,279,312,225
2,5571,38,18,6,317,34,1186,2924,1048,35,145,12412,2,251,3,71,2754,145,3381,1264,31,12413,212,7835,53,974,990,788,3065,90,27,3065,97,234,1474,55,55,1289,4,1909,3658,542,3308,2060,38,18,341,101,33,84,10,2635,29,938,50,79,147,27,1043,253,321,20,71,4,37,2455,83,28,2455,374,8,3,53,7834,187,989,53,177,1185,1806,4,286,12414,859,53,4,633,97,3,4,25,77,154,2909,3658,253,22,224,140
13,39,606,94,66,95,84,15,1316,423,12436,12437,12438,12439,12440,12441,12442,1119,71,362,1463,12443,27,119,12,384,2,73,765,119,133,238,36,2650,486,1252,355,974,26,135,1500,75,114,32,79,14,205,1862,381,122,1207,928,142,1432,250,3964,1623,32,33,351,27,1241,203,3,195,102,2650,267,59,564,5,75,15,19,786,6744,403,33,40,39,307,232,3,10,359,23,2,168,1647,2619,2,65,152,371,170,6,20,3,170,2313
57,589,510,141,8,248,62,138,122,58,336,681,162,16,3391,3703,156,237,1487,2,116,442,44,57,31,122,473,1472,24,299,347,4928,16,4156,212,1418,7,4928,302,7,4,61,174,5,10,67,137,832,4928,3,12,4,191,1378,2593,665,4,2053,107,8,12491,3,4,3441,29,164,47,13,34,46,92,401,301,3,12,4,47,5,2985,94,285,212,558,57,35,26,564,3500,990,44,56,2669,752,12492,33,12,54,1690,5014,4
5,12494,108,1023,852,63,14,7860,94,49,803,1290,1721,2261,1044,1100,4182,21,17,50,171,104,471,10,35,118,1277,57,119,21,17,645,69,7856,71,1782,223,14,14,40,82,93,31,88,127,641,74,82,598,674,44,753,414,89,393,5389,1730,7,269,2944,6,510,816,179,382,2997,43,98,277,76,3582,395,6418,89,372,148,21,17,127,80,80,127,635,186,18,10,14,129,424,85,34,498,9,9,255,66,350,1377,241,28
14,306,13,508,974,2383,25,27,326,33,402,109,2,534,518,107,10,79,63,86,71,131,34,402,13,58,364,410,198,100,42,33,406,3735,33,808,1500,5451,304,377,1334,7863,12497,12498,7861,12499,12500,12501,1158,237,2918,1205,424,18,148,102,298,3411,867,1326,516,410,1472,436,33,1923,3071,2232,516,700,77,107,51,704,390,61,62,101,3397,2,97,93,312,2453,1211,7,1970,2147,843,3840,2246,1272,12,4033,1214,33,292,197,2155,219
897,152,155,1869,391,228,1281,888,133,13,164,3,196,40,163,283,5114,2365,432,304,941,2105,260,7,40,243,1674,113,85,87,171,664,37,243,1281,270,248,2851,1099,1672,1049,25,108,772,129,18,58,3449,249,520,711,61,43,8,19,314,288,33,431,18,3,101,446,236,3,83,12509,43,366,30,477,61,786,92,906,282,54,2111,450,422,263,2111,767,731,6,66,3,1111,31,327,6015,83,28,28,246,114,50,46,2111,235
919,292,6023,50,1135,393,430,187,43,85,7885,13,92,2,1628,491,5139,9,4134,103,3,9,1919,10,2739,69,990,237,25,367,1224,1310,1213,2639,12566,7886,3230,572,3285,953,953,1826,3496,3,109,212,68,212,950,1046,492,212,237,573,779,993,41,413,4576,773,113,2489,565,646,12567,72,1004,1828,14,24,12568,643,282,91,83,144,91,83,587,83,3,4,40,10,229,29,139,63,471,63,89,18,385,102,89,231,2,1120,9,48
23,2624,177,1138,8,19,7,600,10,1253,641,3,768,71,268,723,47,2168,542,1157,663,541,466,208,12684,1532,608,133,130,570,79,2,65,30,288,4744,1311,738,126,320,817,1109,82,44,94,1060,393,58,18,13,19,4,13,6,388,92,302,214,38,1025,214,301,477,1743,471,194,581,456,159,285,1223,13,46,136,208,1040,44,96,24,1853,351,107,34,122,82,7896,12685,291,41,36,230,203,613,2,22,34,6027,10,180,275
26,603,20,241,1371,668,117,7903,4837,333,2146,1001,12691,1629,75,1957,1575,60,2376,1073,20,463,1575,1221,1491,719,4,154,463,2089,520,272,2496,1140,6031,2295,435,55,1021,4935,6032,719,172,1654,10,1140,1007,49,497,428,2906,1619,1021,12692,423,116,82,117,149,117,1351,1229,356,1890,2089,903,161,160,934,3084,18,108,934,5954,734,4740,108,778,46,23,92,27,985,243,626,12693,1575,1433,2653,4244,7904,719,48,3302,20,171,1021,12694,7697,403
26,21,17,2080,122,473,10,703,17,43,1032,1043,500,173,173,106,78,415,1888,150,126,603,3,10,274,109,299,7,10,4,78,673,5,94,78,5,21,17,167,493,408,110,275,7,287,125,21,17,3773,4133,650,4029,48,61,865,246,479,531,40,77,414,240,99,61,189,27,596,566,231,106,262,2128,1263,6,674,6,8,1191,664,328,299,404,77,87,545,47,404,77,7,67,258,99,11,328,130,328,257,214,629,321
25,127,19,98,55,125,295,1711,80,55,37,133,38,18,33,56,41,34,16,44,164,20,380,79,2,406,23,2361,52,373,685,156,52,894,457,52,786,1436,29,2463,786,48,79,2,26,30,2810,435,55,86,1157,53,31,671,222,561,50,11,222,11,80,8,222,653,3,3198,920,30,51,11,222,61,9,43,14,287,3,51,57,218,421,222,488,32,192,461,11,285,127,1369,25,8,163,132,80,32,24,44,309,71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140,715,38,18,26,68,20,3,1081,826,67,196,33,1323,165,1184,372,131,62,1025,141,3680,1106,353,38,18,1450,69,33,1323,54,1450,845,1384,283,60,707,77,120,4155,661,851
9,179,12714,741,1335,342,361,232,12,187,101,22,271,207,361,132,436,34,140,120,187,20,38,18,33,33,1645,349,4,2031,120,6035,689,2,116,1426,7912,7913,7914,7912,7913,7914,358,504,2,6644,13,116,113,163,47,163,21,17,1372,405,624,266,542,89,95,552,7,869,179,325,4307,38,18,33,1829,903,112,546,615,500,20,399,1892,14,333,431,1219,2126,14,689,1610,116,4400,1005,651,2439,173,161,13,3,3315,1005,6,651
134,898,12,22,1031,2804,66,181,12,247,2540,567,12716,1683,115,839,244,12,393,180,23,84,317,335,40,84,44,425,2950,61,83,1527,57,2,180,148,8,21,17,1982,1982,1982,348,658,314,234,759,3754,6,1664,346,572,713,123,221,1765,226,1278,967,2928,7,1216,82,23,4,3,7553,6036,576,2124,12717,575,2011,50,976,88,45,2,65,80,7916,244,59,254,2231,317,79,625,26,6,1475,15,71,4712,1718,3,5235,4712,4002,12718
59,15,4,190,16,234,386,47,27,229,521,125,1991,12730,56,2590,31,306,386,231,1659,615,268,2444,79,7919,56,62,5,38,391,3062,310,12,878,16,76,231,338,266,378,836,18,320,1088,781,4,629,3,20,10,229,2807,2694,1154,211,115,190,117,195,3792,578,425,1313,316,361,4008,1225,293,1295,302,47,1272,25,286,444,74,90,39,20,218,334,41,611,993,1441,1002,112,171,1154,5,164,64,86,442,2196,3293,7749,553,143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,30,2937,29,145,69,565,7,29,164,12,69,13,29,77,47,5,23,3044,275,2937,12731,1549,265,4780,166,915,7920,275,3,343,1549,245,83,4,8,265,12732,29,139,342,149,2,251,155,72,29,821,827,60,683,2612,47,133,12733,26,1811,12734,149,30,4103,60,683,3053,6,3053,60,683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,866,1491,460,48,7,216,8,156,3879,690,762,3378,610,54,621,4937,19,883,202,1066
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,4,196,4046,2398,1782,217,831,25,236,7,830,5430,211,3,20,4,229,696,111,326,367,3861
86,47,739,765,750,414,466,49,2245,48,863,14,5525,689,188,103,228,1484,300,7,12764,1086,6038,557,23,94,12,359,19,79,139,43,361,123,84,996,15,863,1049,6039,566,12,12765,220,123,488,6039,566,268,142,89,113,201,760,1593,338,6039,566,41,7924,298,172,123,503,201,444,43,7,475,1489,1208,1536,90,1274,29,97,161,2232,58,2808,2809,481,445,64,18,79,34,510,12766,5560,666,469,5,179,1445,117,1639,3,9,16
6040,66,184,11,561,319,227,148,12790,436,3,3428,349,7,528,260,102,415,23,808,1081,306,2745,4183,1793,1045,23,10,96,653,191,114,757,4847,170,279,5034,976,976,7939,614,7100,189,94,757,4847,626,100,7930,4563,460,12791,1070,1917,23,6987,1033,881,807,388,997,349,177,50,1875,3323,692,12792,7479,12793,7940,15,106,6,388,15,413,6273,680,142,190,806,16,806,1052,523,1651,13,130,1898,3,83,236,826,327,207,78,6041,572,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,267,828,153,458,3,140,191,325
185,246,88,1196,93,6,20,67,8,21,17,62,3059,62,1801,32,5,554,20,3,8,21,17,6,272,1259,8,19,860,352,1848,1848,206,7,19,2551,1386,3993,40,130,54,152,31,1425,5092,12794,3698,6894,165,9,83,31,4,182,1323,12795,147,283,318,16,449,188,16,92,261,220,213,254,569,7,64,881,468,8,21,17,861,100,42,388,7,92,817,10,89,21,17,1109,194,629,3376,80,20,110,93,41,32,184,9,32
2781,38,18,119,4370,43,14,7,1452,866,395,908,580,67,196,528,28,669,3,83,605,608,739,345,402,178,109,2442,120,677,451,1171,5817,668,12849,4017,195,3192,108,104,5,349,644,137,3767,199,19,155,122,25,122,34,80,26,33,642,103,38,18,98,55,2,396,10,16,44,133,554,111,554,26,473,1330,334,741,13,41,25,109,1174,7958,922,133,352,1615,345,2489,23,131,201,14,55,57,536,380,4914,3618,1358,11,88
2,65,29,56,194,117,37,110,198,163,125,42,4447,2,90,4709,354,917,45,132,27,323,16,50,8,3376,664,111,8,117,12856,128,48,8,953,4,110,769,624,2100,4,277,132,114,38,2,45,2301,8,926,19,333,4119,14,2,281,12857,92,457,457,272,1061,1028,107,1351,1457,502,649,2333,649,336,3,246,29,611,3407,542,102,63,12858,4498,357,29,218,1129,143,29,139,578,149,36,8,48,3,341,239,33,20,1470,795
